transaction_id,account_id,date,merchant,category,amount,is_anomaly
TXN002143,ACC0008,2023-03-03,McDonalds,Dining,62.73,0
TXN002144,ACC0037,2023-01-12,Spotify,Entertainment,295.49,0
TXN002145,ACC0038,2023-12-22,Event Cinemas,Entertainment,373.95,0
TXN002146,ACC0045,2023-09-05,BP,Transport,499.98,1
TXN002147,ACC0021,2023-10-20,Event Cinemas,Entertainment,66.99,0
TXN002148,ACC0002,2023-07-27,Coles,Groceries,407.37,0
TXN002149,ACC0038,2023-02-02,Steam,Entertainment,261.86,0
TXN002150,ACC0008,2023-04-17,AGL Energy,Utilities,483.01,1
TXN002151,ACC0021,2023-01-03,Uber,Transport,279.59,0
TXN002152,ACC0042,2023-03-07,Woolworths,Groceries,289.67,0
TXN002153,ACC0049,2023-10-15,Myki,Transport,132.1,0
TXN002154,ACC0024,2023-03-05,Woolworths,Groceries,255.54,0
TXN002155,ACC0043,2023-08-05,Origin Energy,Utilities,488.67,1
TXN002156,ACC0034,2023-06-03,Coles,Groceries,27.85,0
TXN002157,ACC0009,2023-12-04,Target,Shopping,269.38,0
TXN002158,ACC0023,2023-12-22,Optus,Utilities,159.9,0
TXN002159,ACC0003,2023-12-19,Origin Energy,Utilities,54.01,0
TXN002160,ACC0014,2023-04-07,Myki,Transport,75.13,0
TXN002161,ACC0009,2023-10-30,Uber,Transport,182.74,0
TXN002162,ACC0017,2023-08-05,Medibank,Healthcare,41.81,0
TXN002163,ACC0026,2023-11-29,Nandos,Dining,452.31,1
TXN002164,ACC0045,2023-05-11,Netflix,Entertainment,339.88,0
TXN002165,ACC0018,2023-02-06,Uber,Transport,316.64,0
TXN002166,ACC0024,2023-11-27,Medibank,Healthcare,100.35,0
TXN002167,ACC0021,2023-08-03,Origin Energy,Utilities,411.68,0
TXN002168,ACC0039,2023-07-14,Amazon AU,Shopping,17.83,0
TXN002169,ACC0008,2023-05-19,Myki,Transport,66.69,0
TXN002170,ACC0041,2023-07-28,Medibank,Healthcare,37.65,0
TXN002171,ACC0010,2023-06-20,Aldi,Groceries,390.15,0
TXN002172,ACC0025,2023-05-21,Kmart,Shopping,9.88,0
TXN002173,ACC0008,2023-02-23,BP,Transport,392.45,0
TXN002174,ACC0032,2023-10-29,Shell,Transport,411.56,0
TXN002175,ACC0019,2023-12-25,Aldi,Groceries,288.22,0
TXN002176,ACC0004,2023-11-08,Telstra,Utilities,54.04,0
TXN002177,ACC0048,2023-07-19,Shell,Transport,94.43,0
TXN002178,ACC0026,2023-10-10,Medibank,Healthcare,299.34,0
TXN002179,ACC0033,2023-05-13,Spotify,Entertainment,9.7,0
TXN002180,ACC0025,2023-12-03,Chemist Warehouse,Healthcare,67.55,0
TXN002181,ACC0041,2023-01-28,Telstra,Utilities,459.63,1
TXN002182,ACC0046,2023-12-14,Uber Eats,Dining,306.31,0
TXN002183,ACC0030,2023-08-13,Spotify,Entertainment,493.19,1
TXN002184,ACC0034,2023-05-22,Telstra,Utilities,476.55,1
TXN002185,ACC0006,2023-06-06,Chemist Warehouse,Healthcare,319.64,0
TXN002186,ACC0041,2023-06-10,Nandos,Dining,423.4,0
TXN002187,ACC0011,2023-05-03,Woolworths,Groceries,472.71,1
TXN002188,ACC0036,2023-02-13,AGL Energy,Utilities,372.99,0
TXN002189,ACC0047,2023-08-06,Netflix,Entertainment,340.13,0
TXN002190,ACC0044,2023-09-12,BP,Transport,259.93,0
TXN002191,ACC0013,2023-07-27,AGL Energy,Utilities,11.88,0
TXN002192,ACC0048,2023-08-06,JB Hi-Fi,Shopping,352.78,0
TXN002193,ACC0034,2023-12-05,Uber Eats,Dining,475.68,1
TXN002194,ACC0011,2023-01-22,Medibank,Healthcare,305.65,0
TXN002195,ACC0024,2023-04-26,Medibank,Healthcare,91.53,0
TXN002196,ACC0004,2023-09-21,Kmart,Shopping,179.88,0
TXN002197,ACC0008,2023-07-14,Steam,Entertainment,89.39,0
TXN002198,ACC0008,2023-10-04,Uber Eats,Dining,426.13,0
TXN002199,ACC0014,2023-09-05,Menulog,Dining,150.3,0
TXN002200,ACC0042,2023-04-22,IGA,Groceries,461.91,1
TXN002201,ACC0032,2023-08-26,AGL Energy,Utilities,446.78,0
TXN002202,ACC0022,2023-01-04,Aldi,Groceries,309.69,0
TXN002203,ACC0047,2023-02-24,Menulog,Dining,7.55,0
TXN002204,ACC0028,2023-07-01,BP,Transport,9.39,0
TXN002205,ACC0010,2023-02-13,Spotify,Entertainment,266.9,0
TXN002206,ACC0050,2023-09-07,Netflix,Entertainment,8.42,0
TXN002207,ACC0024,2023-04-26,Priceline,Healthcare,238.0,0
TXN002208,ACC0035,2023-08-08,Menulog,Dining,446.64,0
TXN002209,ACC0043,2023-02-25,Target,Shopping,494.74,1
TXN002210,ACC0048,2023-03-24,Amazon AU,Shopping,74.24,0
TXN002211,ACC0046,2023-07-03,Netflix,Entertainment,442.37,0
TXN002212,ACC0009,2023-04-08,Myki,Transport,146.03,0
TXN002213,ACC0011,2023-06-19,Steam,Entertainment,450.99,1
TXN002214,ACC0018,2023-09-03,Chemist Warehouse,Healthcare,480.05,1
TXN002215,ACC0044,2023-09-08,IGA,Groceries,277.31,0
TXN002216,ACC0050,2023-06-16,Chemist Warehouse,Healthcare,376.79,0
TXN002217,ACC0007,2023-03-09,Steam,Entertainment,59.32,0
TXN002218,ACC0033,2023-03-06,JB Hi-Fi,Shopping,81.99,0
TXN002219,ACC0022,2023-01-27,Coles,Groceries,340.76,0
TXN002220,ACC0019,2023-08-11,Netflix,Entertainment,242.7,0
TXN002221,ACC0010,2023-08-08,Netflix,Entertainment,127.63,0
TXN002222,ACC0050,2023-04-06,Medibank,Healthcare,128.49,0
TXN002223,ACC0028,2023-12-25,Aldi,Groceries,127.44,0
TXN002224,ACC0007,2023-12-28,BP,Transport,392.44,0
TXN002225,ACC0013,2023-09-15,Medibank,Healthcare,307.49,0
TXN002226,ACC0026,2023-04-28,Kmart,Shopping,64.63,0
TXN002227,ACC0028,2023-04-09,Aldi,Groceries,464.9,1
TXN002228,ACC0025,2023-02-16,Coles,Groceries,432.85,0
TXN002229,ACC0015,2023-12-25,Event Cinemas,Entertainment,318.49,0
TXN002230,ACC0033,2023-08-07,Shell,Transport,242.2,0
TXN002231,ACC0024,2023-06-05,Netflix,Entertainment,59.48,0
TXN002232,ACC0021,2023-12-31,Menulog,Dining,211.95,0
TXN002233,ACC0043,2023-01-21,Coles,Groceries,5.27,0
TXN002234,ACC0018,2023-04-19,Priceline,Healthcare,146.23,0
TXN002235,ACC0032,2023-08-09,AGL Energy,Utilities,96.5,0
TXN002236,ACC0043,2023-06-05,Menulog,Dining,60.21,0
TXN002237,ACC0024,2023-06-19,Coles,Groceries,183.48,0
TXN002238,ACC0016,2023-09-28,Medibank,Healthcare,304.33,0
TXN002239,ACC0006,2023-04-18,Priceline,Healthcare,294.24,0
TXN002240,ACC0008,2023-11-19,Coles,Groceries,372.58,0
TXN002241,ACC0007,2023-04-09,Coles,Groceries,353.81,0
TXN002242,ACC0049,2023-06-04,Aldi,Groceries,364.05,0
TXN002243,ACC0027,2023-01-23,Uber,Transport,68.28,0
TXN002244,ACC0024,2023-10-14,Telstra,Utilities,487.69,1
TXN002245,ACC0027,2023-08-12,Netflix,Entertainment,38.52,0
TXN002246,ACC0045,2023-03-27,AGL Energy,Utilities,301.58,0
TXN002247,ACC0004,2023-01-24,Shell,Transport,478.12,1
TXN002248,ACC0035,2023-07-23,Kmart,Shopping,250.04,0
TXN002249,ACC0033,2023-03-26,JB Hi-Fi,Shopping,221.68,0
TXN002250,ACC0014,2023-07-25,Steam,Entertainment,305.57,0
TXN002251,ACC0038,2023-03-23,Myki,Transport,288.09,0
TXN002252,ACC0046,2023-09-20,Chemist Warehouse,Healthcare,230.44,0
TXN002253,ACC0015,2023-05-13,Medibank,Healthcare,155.19,0
TXN002254,ACC0015,2023-10-10,Menulog,Dining,63.96,0
TXN002255,ACC0010,2023-05-30,Coles,Groceries,24.35,0
TXN002256,ACC0004,2023-05-19,Uber Eats,Dining,437.32,0
TXN002257,ACC0001,2023-04-18,Chemist Warehouse,Healthcare,269.62,0
TXN002258,ACC0024,2023-11-20,Priceline,Healthcare,304.55,0
TXN002259,ACC0017,2023-12-28,McDonalds,Dining,442.57,0
TXN002260,ACC0019,2023-07-29,Chemist Warehouse,Healthcare,449.68,0
TXN002261,ACC0023,2023-11-17,McDonalds,Dining,408.88,0
TXN002262,ACC0002,2023-04-01,Shell,Transport,131.71,0
TXN002263,ACC0042,2023-12-19,AGL Energy,Utilities,194.08,0
TXN002264,ACC0018,2023-08-15,Uber Eats,Dining,114.22,0
TXN002265,ACC0047,2023-03-21,BP,Transport,225.8,0
TXN002266,ACC0031,2023-07-08,Priceline,Healthcare,78.43,0
TXN002267,ACC0012,2023-04-03,IGA,Groceries,232.4,0
TXN002268,ACC0002,2023-04-03,BP,Transport,325.54,0
TXN002269,ACC0044,2023-04-01,Uber Eats,Dining,409.66,0
TXN002270,ACC0028,2023-02-05,Origin Energy,Utilities,76.04,0
TXN002271,ACC0007,2023-11-27,BP,Transport,485.34,1
TXN002272,ACC0001,2023-03-12,Medibank,Healthcare,364.75,0
TXN002273,ACC0008,2023-07-13,AGL Energy,Utilities,195.08,0
TXN002274,ACC0009,2023-11-26,JB Hi-Fi,Shopping,467.67,1
TXN002275,ACC0041,2023-05-18,Myki,Transport,75.6,0
TXN002276,ACC0007,2023-01-05,AGL Energy,Utilities,479.02,1
TXN002277,ACC0009,2023-12-29,Telstra,Utilities,47.06,0
TXN002278,ACC0031,2023-03-25,Steam,Entertainment,157.16,0
TXN002279,ACC0018,2023-01-29,Uber,Transport,274.05,0
TXN002280,ACC0003,2023-03-05,Medibank,Healthcare,15.5,0
TXN002281,ACC0027,2023-02-22,Aldi,Groceries,258.21,0
TXN002282,ACC0028,2023-04-25,Myki,Transport,16.88,0
TXN002283,ACC0015,2023-06-30,Spotify,Entertainment,329.41,0
TXN002284,ACC0008,2023-12-18,Priceline,Healthcare,442.69,0
TXN002285,ACC0019,2023-02-26,Spotify,Entertainment,116.14,0
TXN002286,ACC0024,2023-11-12,McDonalds,Dining,170.19,0
TXN002287,ACC0028,2023-11-06,Woolworths,Groceries,79.8,0
TXN002288,ACC0028,2023-11-04,Telstra,Utilities,94.78,0
TXN002289,ACC0023,2023-11-16,Shell,Transport,409.69,0
TXN002290,ACC0017,2023-09-13,Aldi,Groceries,332.56,0
TXN002291,ACC0010,2023-01-02,JB Hi-Fi,Shopping,431.55,0
TXN002292,ACC0029,2023-06-13,Kmart,Shopping,78.15,0
TXN002293,ACC0028,2023-02-04,Priceline,Healthcare,61.02,0
TXN002294,ACC0009,2023-03-16,Priceline,Healthcare,49.77,0
TXN002295,ACC0028,2023-06-30,BP,Transport,163.06,0
TXN002296,ACC0022,2023-11-05,Steam,Entertainment,397.78,0
TXN002297,ACC0032,2023-07-16,Uber,Transport,212.24,0
TXN002298,ACC0015,2023-09-30,Optus,Utilities,270.43,0
TXN002299,ACC0034,2023-10-25,Netflix,Entertainment,358.89,0
TXN002300,ACC0024,2023-12-26,Origin Energy,Utilities,48.19,0
TXN002301,ACC0031,2023-01-09,Coles,Groceries,184.39,0
TXN002302,ACC0024,2023-01-31,Myki,Transport,456.12,1
TXN002303,ACC0036,2023-05-31,Kmart,Shopping,232.89,0
TXN002304,ACC0004,2023-04-18,Spotify,Entertainment,414.77,0
TXN002305,ACC0046,2023-03-02,Chemist Warehouse,Healthcare,481.22,1
TXN002306,ACC0028,2023-01-14,BP,Transport,349.58,0
TXN002307,ACC0038,2023-12-26,McDonalds,Dining,57.47,0
TXN002308,ACC0002,2023-11-01,IGA,Groceries,435.89,0
TXN002309,ACC0005,2023-03-14,Shell,Transport,44.1,0
TXN002310,ACC0031,2023-03-18,IGA,Groceries,383.88,0
TXN002311,ACC0020,2023-09-28,Chemist Warehouse,Healthcare,350.79,0
TXN002312,ACC0042,2023-06-22,Steam,Entertainment,224.77,0
TXN002313,ACC0004,2023-05-27,Chemist Warehouse,Healthcare,60.08,0
TXN002314,ACC0033,2023-11-06,Chemist Warehouse,Healthcare,376.81,0
TXN002315,ACC0044,2023-07-22,Myki,Transport,417.18,0
TXN002316,ACC0046,2023-10-20,Event Cinemas,Entertainment,253.43,0
TXN002317,ACC0006,2023-03-22,BP,Transport,139.55,0
TXN002318,ACC0026,2023-03-06,Optus,Utilities,372.85,0
TXN002319,ACC0048,2023-04-23,AGL Energy,Utilities,199.18,0
TXN002320,ACC0021,2023-12-21,AGL Energy,Utilities,236.88,0
TXN002321,ACC0011,2023-07-27,Medibank,Healthcare,414.49,0
TXN002322,ACC0018,2023-11-28,Aldi,Groceries,214.99,0
TXN002323,ACC0050,2023-02-09,Woolworths,Groceries,184.54,0
TXN002324,ACC0011,2023-01-15,Target,Shopping,123.57,0
TXN002325,ACC0001,2023-02-03,AGL Energy,Utilities,109.9,0
TXN002326,ACC0041,2023-04-07,Target,Shopping,278.09,0
TXN002327,ACC0037,2023-05-18,Coles,Groceries,47.09,0
TXN002328,ACC0031,2023-10-16,AGL Energy,Utilities,493.31,1
TXN002329,ACC0020,2023-06-11,Woolworths,Groceries,51.14,0
TXN002330,ACC0033,2023-05-25,Aldi,Groceries,479.58,1
TXN002331,ACC0009,2023-07-20,Shell,Transport,364.22,0
TXN002332,ACC0048,2023-02-19,Medibank,Healthcare,169.0,0
TXN002333,ACC0010,2023-09-15,AGL Energy,Utilities,404.71,0
TXN002334,ACC0003,2023-09-02,IGA,Groceries,295.25,0
TXN002335,ACC0006,2023-03-19,Uber Eats,Dining,342.78,0
TXN002336,ACC0044,2023-04-29,Chemist Warehouse,Healthcare,442.78,0
TXN002337,ACC0033,2023-03-24,Chemist Warehouse,Healthcare,496.74,1
TXN002338,ACC0022,2023-08-18,Telstra,Utilities,393.75,0
TXN002339,ACC0028,2023-11-16,Menulog,Dining,428.7,0
TXN002340,ACC0040,2023-05-03,IGA,Groceries,108.37,0
TXN002341,ACC0032,2023-03-20,AGL Energy,Utilities,285.62,0
TXN002342,ACC0020,2023-03-15,Woolworths,Groceries,384.33,0
TXN002343,ACC0021,2023-09-13,AGL Energy,Utilities,51.59,0
TXN002344,ACC0037,2023-03-24,Shell,Transport,38.74,0
TXN002345,ACC0046,2023-02-15,Menulog,Dining,40.21,0
TXN002346,ACC0017,2023-05-13,Amazon AU,Shopping,493.14,1
TXN002347,ACC0008,2023-11-29,Amazon AU,Shopping,462.46,1
TXN002348,ACC0019,2023-01-21,Optus,Utilities,184.92,0
TXN002349,ACC0009,2023-11-14,Steam,Entertainment,458.98,1
TXN002350,ACC0021,2023-09-20,Event Cinemas,Entertainment,423.19,0
TXN002351,ACC0029,2023-12-16,McDonalds,Dining,209.53,0
TXN002352,ACC0004,2023-11-14,McDonalds,Dining,488.83,1
TXN002353,ACC0001,2023-12-25,Chemist Warehouse,Healthcare,411.51,0
TXN002354,ACC0037,2023-05-29,Myki,Transport,191.03,0
TXN002355,ACC0030,2023-04-25,Netflix,Entertainment,197.17,0
TXN002356,ACC0042,2023-06-28,Chemist Warehouse,Healthcare,235.61,0
TXN002357,ACC0047,2023-02-25,Optus,Utilities,47.48,0
TXN002358,ACC0022,2023-08-10,IGA,Groceries,103.74,0
TXN002359,ACC0032,2023-06-25,Aldi,Groceries,498.24,1
TXN002360,ACC0003,2023-02-28,BP,Transport,142.8,0
TXN002361,ACC0014,2023-08-29,Origin Energy,Utilities,77.03,0
TXN002362,ACC0004,2023-11-04,McDonalds,Dining,388.23,0
TXN002363,ACC0014,2023-08-09,Target,Shopping,489.39,1
TXN002364,ACC0044,2023-01-12,Coles,Groceries,476.56,1
TXN002365,ACC0006,2023-05-10,Event Cinemas,Entertainment,319.67,0
TXN002366,ACC0020,2023-05-21,Myki,Transport,205.51,0
TXN002367,ACC0043,2023-08-03,Amazon AU,Shopping,264.77,0
TXN002368,ACC0028,2023-01-28,Uber Eats,Dining,50.76,0
TXN002369,ACC0027,2023-03-26,Menulog,Dining,103.31,0
TXN002370,ACC0011,2023-10-02,Steam,Entertainment,345.97,0
TXN002371,ACC0037,2023-07-01,Priceline,Healthcare,456.74,1
TXN002372,ACC0039,2023-10-15,Netflix,Entertainment,392.62,0
TXN002373,ACC0010,2023-12-08,Myki,Transport,291.35,0
TXN002374,ACC0030,2023-01-08,Menulog,Dining,79.5,0
TXN002375,ACC0044,2023-06-12,BP,Transport,61.24,0
TXN002376,ACC0029,2023-09-24,Event Cinemas,Entertainment,362.53,0
TXN002377,ACC0038,2023-11-21,Kmart,Shopping,227.42,0
TXN002378,ACC0013,2023-04-22,Woolworths,Groceries,374.13,0
TXN002379,ACC0023,2023-11-04,Spotify,Entertainment,191.89,0
TXN002380,ACC0001,2023-12-14,Uber,Transport,290.53,0
TXN002381,ACC0020,2023-01-09,Menulog,Dining,154.46,0
TXN002382,ACC0030,2023-12-25,AGL Energy,Utilities,252.07,0
TXN002383,ACC0035,2023-06-30,Steam,Entertainment,179.34,0
TXN002384,ACC0030,2023-02-28,Event Cinemas,Entertainment,463.54,1
TXN002385,ACC0011,2023-04-01,Event Cinemas,Entertainment,278.61,0
TXN002386,ACC0043,2023-07-15,Optus,Utilities,146.09,0
TXN002387,ACC0045,2023-08-12,Medibank,Healthcare,318.88,0
TXN002388,ACC0007,2023-02-14,AGL Energy,Utilities,403.94,0
TXN002389,ACC0007,2023-11-12,Woolworths,Groceries,466.59,1
TXN002390,ACC0038,2023-11-21,Netflix,Entertainment,224.83,0
TXN002391,ACC0027,2023-12-08,JB Hi-Fi,Shopping,148.5,0
TXN002392,ACC0008,2023-08-21,Uber,Transport,278.04,0
TXN002393,ACC0030,2023-03-05,BP,Transport,178.55,0
TXN002394,ACC0015,2023-01-04,Steam,Entertainment,470.11,1
TXN002395,ACC0017,2023-05-18,Telstra,Utilities,440.41,0
TXN002396,ACC0027,2023-12-11,Nandos,Dining,124.57,0
TXN002397,ACC0024,2023-01-14,Woolworths,Groceries,80.92,0
TXN002398,ACC0037,2023-06-21,Target,Shopping,89.35,0
TXN002399,ACC0013,2023-10-12,Spotify,Entertainment,486.88,1
TXN002400,ACC0037,2023-01-27,Optus,Utilities,401.66,0
TXN002401,ACC0047,2023-11-22,Spotify,Entertainment,198.25,0
TXN002402,ACC0028,2023-06-12,BP,Transport,261.05,0
TXN002403,ACC0033,2023-12-30,Myki,Transport,401.58,0
TXN002404,ACC0036,2023-11-18,IGA,Groceries,458.75,1
TXN002405,ACC0002,2023-04-15,Shell,Transport,51.16,0
TXN002406,ACC0010,2023-11-18,Netflix,Entertainment,386.17,0
TXN002407,ACC0048,2023-10-20,Woolworths,Groceries,194.29,0
TXN002408,ACC0050,2023-08-21,Chemist Warehouse,Healthcare,319.06,0
TXN002409,ACC0015,2023-05-03,Uber Eats,Dining,328.0,0
TXN002410,ACC0047,2023-10-02,Uber Eats,Dining,421.03,0
TXN002411,ACC0018,2023-05-14,Amazon AU,Shopping,331.33,0
TXN002412,ACC0038,2023-11-18,Coles,Groceries,16.45,0
TXN002413,ACC0039,2023-02-26,JB Hi-Fi,Shopping,232.27,0
TXN002414,ACC0012,2023-03-14,Woolworths,Groceries,144.82,0
TXN002415,ACC0014,2023-09-11,Woolworths,Groceries,423.09,0
TXN002416,ACC0027,2023-09-09,Netflix,Entertainment,398.74,0
TXN002417,ACC0044,2023-11-17,IGA,Groceries,42.77,0
TXN002418,ACC0029,2023-06-10,Steam,Entertainment,318.61,0
TXN002419,ACC0012,2023-04-03,Kmart,Shopping,152.88,0
TXN002420,ACC0003,2023-11-20,Medibank,Healthcare,305.29,0
TXN002421,ACC0040,2023-06-27,Aldi,Groceries,244.54,0
TXN002422,ACC0017,2023-03-23,AGL Energy,Utilities,263.27,0
TXN002423,ACC0002,2023-11-07,Coles,Groceries,19.63,0
TXN002424,ACC0008,2023-04-21,Origin Energy,Utilities,434.1,0
TXN002425,ACC0006,2023-06-17,Myki,Transport,73.59,0
TXN002426,ACC0031,2023-03-06,Medibank,Healthcare,137.46,0
TXN002427,ACC0042,2023-06-28,Myki,Transport,355.5,0
TXN002428,ACC0026,2023-09-11,Nandos,Dining,220.85,0
TXN002429,ACC0046,2023-03-30,Shell,Transport,102.95,0
TXN002430,ACC0050,2023-02-22,Nandos,Dining,293.91,0
TXN002431,ACC0047,2023-03-26,Telstra,Utilities,398.08,0
TXN002432,ACC0048,2023-08-17,Steam,Entertainment,214.75,0
TXN002433,ACC0025,2023-11-15,Menulog,Dining,58.24,0
TXN002434,ACC0041,2023-10-18,Spotify,Entertainment,179.69,0
TXN002435,ACC0003,2023-08-19,JB Hi-Fi,Shopping,87.79,0
TXN002436,ACC0039,2023-10-28,Telstra,Utilities,207.86,0
TXN002437,ACC0012,2023-07-23,Target,Shopping,19.82,0
TXN002438,ACC0023,2023-08-08,Target,Shopping,396.49,0
TXN002439,ACC0024,2023-04-21,Myki,Transport,330.19,0
TXN002440,ACC0045,2023-03-04,Shell,Transport,9.77,0
TXN002441,ACC0021,2023-04-20,Aldi,Groceries,235.36,0
TXN002442,ACC0014,2023-07-17,Myki,Transport,145.39,0
TXN002443,ACC0046,2023-02-22,Origin Energy,Utilities,282.67,0
TXN002444,ACC0027,2023-10-21,AGL Energy,Utilities,446.87,0
TXN002445,ACC0013,2023-06-12,Priceline,Healthcare,407.63,0
TXN002446,ACC0018,2023-09-10,Myki,Transport,251.83,0
TXN002447,ACC0039,2023-03-05,Netflix,Entertainment,229.13,0
TXN002448,ACC0019,2023-05-02,Nandos,Dining,290.32,0
TXN002449,ACC0026,2023-08-25,Woolworths,Groceries,145.76,0
TXN002450,ACC0005,2023-06-22,Woolworths,Groceries,324.16,0
TXN002451,ACC0018,2023-08-01,Netflix,Entertainment,363.01,0
TXN002452,ACC0050,2023-07-24,Menulog,Dining,44.48,0
TXN002453,ACC0020,2023-11-10,Nandos,Dining,28.3,0
TXN002454,ACC0008,2023-09-10,Priceline,Healthcare,425.09,0
TXN002455,ACC0015,2023-11-13,Target,Shopping,55.86,0
TXN002456,ACC0021,2023-03-13,Woolworths,Groceries,57.04,0
TXN002457,ACC0013,2023-04-26,Amazon AU,Shopping,89.24,0
TXN002458,ACC0045,2023-10-03,Priceline,Healthcare,494.83,1
TXN002459,ACC0003,2023-05-13,JB Hi-Fi,Shopping,442.24,0
TXN002460,ACC0022,2023-06-05,Woolworths,Groceries,42.15,0
TXN002461,ACC0011,2023-07-14,Medibank,Healthcare,138.61,0
TXN002462,ACC0010,2023-03-03,BP,Transport,67.51,0
TXN002463,ACC0008,2023-11-23,Amazon AU,Shopping,226.16,0
TXN002464,ACC0032,2023-10-23,Origin Energy,Utilities,241.57,0
TXN002465,ACC0017,2023-09-05,Menulog,Dining,116.79,0
TXN002466,ACC0036,2023-12-31,Target,Shopping,45.98,0
TXN002467,ACC0014,2023-12-04,Kmart,Shopping,325.33,0
TXN002468,ACC0004,2023-02-08,Chemist Warehouse,Healthcare,486.02,1
TXN002469,ACC0025,2023-12-10,Myki,Transport,111.99,0
TXN002470,ACC0038,2023-02-23,BP,Transport,173.52,0
TXN002471,ACC0042,2023-06-09,Target,Shopping,355.71,0
TXN002472,ACC0024,2023-03-08,Myki,Transport,113.3,0
TXN002473,ACC0050,2023-11-14,Steam,Entertainment,259.16,0
TXN002474,ACC0011,2023-02-05,Spotify,Entertainment,142.53,0
TXN002475,ACC0010,2023-10-23,Priceline,Healthcare,325.95,0
TXN002476,ACC0030,2023-02-26,Netflix,Entertainment,124.08,0
TXN002477,ACC0034,2023-01-15,Shell,Transport,240.74,0
TXN002478,ACC0036,2023-05-16,Event Cinemas,Entertainment,63.57,0
TXN002479,ACC0026,2023-08-09,Aldi,Groceries,109.97,0
TXN002480,ACC0029,2023-09-18,Optus,Utilities,170.2,0
TXN002481,ACC0025,2023-02-20,Menulog,Dining,29.32,0
TXN002482,ACC0026,2023-04-10,Priceline,Healthcare,150.53,0
TXN002483,ACC0034,2023-09-29,Shell,Transport,305.69,0
TXN002484,ACC0016,2023-12-15,Netflix,Entertainment,29.69,0
TXN002485,ACC0003,2023-02-28,Coles,Groceries,31.3,0
TXN002486,ACC0007,2023-05-03,Telstra,Utilities,37.59,0
TXN002487,ACC0026,2023-11-14,Uber Eats,Dining,351.26,0
TXN002488,ACC0045,2023-02-21,Steam,Entertainment,113.84,0
TXN002489,ACC0014,2023-04-16,Nandos,Dining,89.66,0
TXN002490,ACC0047,2023-12-28,Menulog,Dining,300.18,0
TXN002491,ACC0045,2023-04-05,Woolworths,Groceries,254.1,0
TXN002492,ACC0045,2023-06-06,Optus,Utilities,427.02,0
TXN002493,ACC0011,2023-06-11,Uber,Transport,342.31,0
TXN002494,ACC0001,2023-08-22,Shell,Transport,75.21,0
TXN002495,ACC0012,2023-08-08,Priceline,Healthcare,170.36,0
TXN002496,ACC0001,2023-03-29,McDonalds,Dining,341.21,0
TXN002497,ACC0032,2023-08-31,Telstra,Utilities,293.66,0
TXN002498,ACC0002,2023-08-30,Kmart,Shopping,59.15,0
TXN002499,ACC0011,2023-04-27,Telstra,Utilities,265.01,0
TXN002500,ACC0048,2023-02-18,Kmart,Shopping,54.5,0
TXN002501,ACC0035,2023-09-09,Nandos,Dining,368.73,0
TXN002502,ACC0001,2023-05-10,Nandos,Dining,185.32,0
TXN002503,ACC0034,2023-06-04,Target,Shopping,356.53,0
TXN002504,ACC0034,2023-02-27,Amazon AU,Shopping,138.62,0
TXN002505,ACC0027,2023-01-11,Medibank,Healthcare,78.21,0
TXN002506,ACC0023,2023-12-04,Kmart,Shopping,497.07,1
TXN002507,ACC0045,2023-05-06,Netflix,Entertainment,290.9,0
TXN002508,ACC0013,2023-04-16,Event Cinemas,Entertainment,373.46,0
TXN002509,ACC0044,2023-05-21,Netflix,Entertainment,439.19,0
TXN002510,ACC0044,2023-09-27,Optus,Utilities,91.6,0
TXN002511,ACC0018,2023-07-20,Menulog,Dining,296.63,0
TXN002512,ACC0045,2023-01-22,Uber Eats,Dining,291.86,0
TXN002513,ACC0037,2023-08-10,McDonalds,Dining,398.69,0
TXN002514,ACC0001,2023-05-28,Target,Shopping,59.54,0
TXN002515,ACC0034,2023-08-27,Spotify,Entertainment,342.06,0
TXN002516,ACC0005,2023-06-05,Uber Eats,Dining,245.98,0
TXN002517,ACC0014,2023-01-08,Target,Shopping,229.66,0
TXN002518,ACC0001,2023-01-28,McDonalds,Dining,246.74,0
TXN002519,ACC0004,2023-12-05,Event Cinemas,Entertainment,417.88,0
TXN002520,ACC0033,2023-06-29,Uber Eats,Dining,439.97,0
TXN002521,ACC0046,2023-03-21,Medibank,Healthcare,477.07,1
TXN002522,ACC0006,2023-04-11,Uber Eats,Dining,218.87,0
TXN002523,ACC0023,2023-01-17,Uber Eats,Dining,239.22,0
TXN002524,ACC0007,2023-08-05,BP,Transport,202.56,0
TXN002525,ACC0037,2023-11-02,Menulog,Dining,158.81,0
TXN002526,ACC0050,2023-10-24,Event Cinemas,Entertainment,73.89,0
TXN002527,ACC0013,2023-03-11,Shell,Transport,211.07,0
TXN002528,ACC0041,2023-02-13,Menulog,Dining,152.18,0
TXN002529,ACC0028,2023-07-12,Spotify,Entertainment,392.29,0
TXN002530,ACC0021,2023-09-27,Coles,Groceries,223.74,0
TXN002531,ACC0030,2023-08-28,Telstra,Utilities,180.33,0
TXN002532,ACC0036,2023-08-25,Steam,Entertainment,18.7,0
TXN002533,ACC0040,2023-02-15,IGA,Groceries,379.15,0
TXN002534,ACC0009,2023-10-25,Uber Eats,Dining,258.54,0
TXN002535,ACC0026,2023-01-28,Telstra,Utilities,378.89,0
TXN002536,ACC0049,2023-12-10,BP,Transport,7.95,0
TXN002537,ACC0018,2023-01-28,Amazon AU,Shopping,46.91,0
