transaction_id,account_id,date,merchant,category,amount,is_anomaly,year,month,month_name,week,day_of_week,quarter,risk_flag
TXN001781,ACC0033,2023-03-19,Telstra,Utilities,427.44,0,2023,3,March,11,Sunday,1,HIGH
TXN001782,ACC0029,2023-12-28,Agl Energy,Utilities,29.96,0,2023,12,December,52,Thursday,4,LOW
TXN001783,ACC0040,2023-02-26,Amazon Au,Shopping,487.46,1,2023,2,February,8,Sunday,1,HIGH
TXN001784,ACC0007,2023-10-15,Agl Energy,Utilities,25.77,0,2023,10,October,41,Sunday,4,LOW
TXN001785,ACC0011,2023-04-16,Myki,Transport,455.94,1,2023,4,April,15,Sunday,2,HIGH
TXN001786,ACC0033,2023-12-29,Priceline,Healthcare,223.55,0,2023,12,December,52,Friday,4,MEDIUM
TXN001787,ACC0022,2023-03-20,Netflix,Entertainment,325.31,0,2023,3,March,12,Monday,1,MEDIUM
TXN001788,ACC0029,2023-03-04,Kmart,Shopping,425.05,0,2023,3,March,9,Saturday,1,HIGH
TXN001789,ACC0031,2023-05-06,Netflix,Entertainment,418.23,0,2023,5,May,18,Saturday,2,HIGH
TXN001790,ACC0018,2023-09-16,Menulog,Dining,89.77,0,2023,9,September,37,Saturday,3,LOW
TXN001791,ACC0016,2023-07-04,Nandos,Dining,316.57,0,2023,7,July,27,Tuesday,3,MEDIUM
TXN001792,ACC0028,2023-04-27,Bp,Transport,73.31,0,2023,4,April,17,Thursday,2,LOW
TXN001793,ACC0034,2023-08-23,Steam,Entertainment,476.16,1,2023,8,August,34,Wednesday,3,HIGH
TXN001794,ACC0050,2023-01-16,Target,Shopping,224.08,0,2023,1,January,3,Monday,1,MEDIUM
TXN001795,ACC0026,2023-02-13,Woolworths,Groceries,172.46,0,2023,2,February,7,Monday,1,LOW
TXN001796,ACC0049,2023-08-11,Kmart,Shopping,35.43,0,2023,8,August,32,Friday,3,LOW
TXN001797,ACC0041,2023-10-22,Coles,Groceries,33.62,0,2023,10,October,42,Sunday,4,LOW
TXN001798,ACC0027,2023-09-24,Medibank,Healthcare,486.47,1,2023,9,September,38,Sunday,3,HIGH
TXN001799,ACC0001,2023-06-10,Event Cinemas,Entertainment,455.07,1,2023,6,June,23,Saturday,2,HIGH
TXN001800,ACC0010,2023-09-28,Target,Shopping,307.15,0,2023,9,September,39,Thursday,3,MEDIUM
TXN001801,ACC0035,2023-08-17,Priceline,Healthcare,323.72,0,2023,8,August,33,Thursday,3,MEDIUM
TXN001802,ACC0042,2023-12-24,Optus,Utilities,175.9,0,2023,12,December,51,Sunday,4,LOW
TXN001803,ACC0035,2023-06-04,Spotify,Entertainment,46.72,0,2023,6,June,22,Sunday,2,LOW
TXN001804,ACC0035,2023-03-06,Nandos,Dining,262.63,0,2023,3,March,10,Monday,1,MEDIUM
TXN001805,ACC0020,2023-02-17,Uber Eats,Dining,258.28,0,2023,2,February,7,Friday,1,MEDIUM
TXN001806,ACC0002,2023-11-22,Telstra,Utilities,84.21,0,2023,11,November,47,Wednesday,4,LOW
TXN001807,ACC0020,2023-05-04,Target,Shopping,416.95,0,2023,5,May,18,Thursday,2,HIGH
TXN001808,ACC0004,2023-09-16,Priceline,Healthcare,59.67,0,2023,9,September,37,Saturday,3,LOW
TXN001809,ACC0023,2023-05-13,Target,Shopping,315.36,0,2023,5,May,19,Saturday,2,MEDIUM
TXN001810,ACC0029,2023-11-30,Woolworths,Groceries,470.96,1,2023,11,November,48,Thursday,4,HIGH
TXN001811,ACC0016,2023-08-21,Mcdonalds,Dining,172.8,0,2023,8,August,34,Monday,3,LOW
TXN001812,ACC0043,2023-06-29,Kmart,Shopping,153.1,0,2023,6,June,26,Thursday,2,LOW
TXN001813,ACC0016,2023-07-13,Kmart,Shopping,262.23,0,2023,7,July,28,Thursday,3,MEDIUM
TXN001814,ACC0050,2023-09-22,Aldi,Groceries,293.27,0,2023,9,September,38,Friday,3,MEDIUM
TXN001815,ACC0028,2023-02-20,Nandos,Dining,77.54,0,2023,2,February,8,Monday,1,LOW
TXN001816,ACC0028,2023-02-11,Amazon Au,Shopping,50.66,0,2023,2,February,6,Saturday,1,LOW
TXN001817,ACC0024,2023-04-20,Bp,Transport,225.85,0,2023,4,April,16,Thursday,2,MEDIUM
TXN001818,ACC0034,2023-07-26,Medibank,Healthcare,296.18,0,2023,7,July,30,Wednesday,3,MEDIUM
TXN001819,ACC0041,2023-05-16,Amazon Au,Shopping,294.23,0,2023,5,May,20,Tuesday,2,MEDIUM
TXN001820,ACC0032,2023-12-19,Steam,Entertainment,465.86,1,2023,12,December,51,Tuesday,4,HIGH
TXN001821,ACC0009,2023-03-25,Priceline,Healthcare,76.45,0,2023,3,March,12,Saturday,1,LOW
TXN001822,ACC0033,2023-03-08,Steam,Entertainment,484.18,1,2023,3,March,10,Wednesday,1,HIGH
TXN001823,ACC0031,2023-12-22,Jb Hi-Fi,Shopping,110.26,0,2023,12,December,51,Friday,4,LOW
TXN001824,ACC0008,2023-10-14,Coles,Groceries,187.82,0,2023,10,October,41,Saturday,4,LOW
TXN001825,ACC0037,2023-02-26,Optus,Utilities,64.83,0,2023,2,February,8,Sunday,1,LOW
TXN001826,ACC0024,2023-09-25,Mcdonalds,Dining,80.89,0,2023,9,September,39,Monday,3,LOW
TXN001827,ACC0002,2023-06-05,Menulog,Dining,150.52,0,2023,6,June,23,Monday,2,LOW
TXN001828,ACC0027,2023-03-14,Kmart,Shopping,392.98,0,2023,3,March,11,Tuesday,1,MEDIUM
TXN001829,ACC0048,2023-05-26,Aldi,Groceries,111.71,0,2023,5,May,21,Friday,2,LOW
TXN001830,ACC0005,2023-03-04,Netflix,Entertainment,276.03,0,2023,3,March,9,Saturday,1,MEDIUM
TXN001831,ACC0020,2023-08-02,Jb Hi-Fi,Shopping,243.18,0,2023,8,August,31,Wednesday,3,MEDIUM
TXN001832,ACC0031,2023-06-22,Optus,Utilities,391.77,0,2023,6,June,25,Thursday,2,MEDIUM
TXN001833,ACC0030,2023-03-12,Kmart,Shopping,254.86,0,2023,3,March,10,Sunday,1,MEDIUM
TXN001834,ACC0047,2023-12-08,Amazon Au,Shopping,227.29,0,2023,12,December,49,Friday,4,MEDIUM
TXN001835,ACC0027,2023-11-16,Mcdonalds,Dining,333.93,0,2023,11,November,46,Thursday,4,MEDIUM
TXN001836,ACC0003,2023-07-22,Spotify,Entertainment,172.8,0,2023,7,July,29,Saturday,3,LOW
TXN001837,ACC0011,2023-05-23,Priceline,Healthcare,324.73,0,2023,5,May,21,Tuesday,2,MEDIUM
TXN001838,ACC0050,2023-10-20,Chemist Warehouse,Healthcare,316.9,0,2023,10,October,42,Friday,4,MEDIUM
TXN001839,ACC0042,2023-10-15,Priceline,Healthcare,324.35,0,2023,10,October,41,Sunday,4,MEDIUM
TXN001840,ACC0035,2023-04-09,Agl Energy,Utilities,477.81,1,2023,4,April,14,Sunday,2,HIGH
TXN001841,ACC0049,2023-10-19,Agl Energy,Utilities,263.27,0,2023,10,October,42,Thursday,4,MEDIUM
TXN001842,ACC0035,2023-03-03,Netflix,Entertainment,330.84,0,2023,3,March,9,Friday,1,MEDIUM
TXN001843,ACC0016,2023-05-21,Myki,Transport,394.44,0,2023,5,May,20,Sunday,2,MEDIUM
TXN001844,ACC0039,2023-02-13,Amazon Au,Shopping,404.43,0,2023,2,February,7,Monday,1,HIGH
TXN001845,ACC0002,2023-10-29,Nandos,Dining,27.27,0,2023,10,October,43,Sunday,4,LOW
TXN001846,ACC0034,2023-04-03,Nandos,Dining,210.39,0,2023,4,April,14,Monday,2,MEDIUM
TXN001847,ACC0007,2023-05-12,Nandos,Dining,50.06,0,2023,5,May,19,Friday,2,LOW
TXN001848,ACC0017,2023-05-27,Origin Energy,Utilities,76.3,0,2023,5,May,21,Saturday,2,LOW
TXN001849,ACC0027,2023-03-20,Jb Hi-Fi,Shopping,156.86,0,2023,3,March,12,Monday,1,LOW
TXN001850,ACC0021,2023-01-31,Chemist Warehouse,Healthcare,309.17,0,2023,1,January,5,Tuesday,1,MEDIUM
TXN001851,ACC0007,2023-01-30,Myki,Transport,152.52,0,2023,1,January,5,Monday,1,LOW
TXN001852,ACC0017,2023-07-31,Uber Eats,Dining,447.04,0,2023,7,July,31,Monday,3,HIGH
TXN001853,ACC0049,2023-01-27,Netflix,Entertainment,105.27,0,2023,1,January,4,Friday,1,LOW
TXN001854,ACC0033,2023-09-10,Origin Energy,Utilities,256.77,0,2023,9,September,36,Sunday,3,MEDIUM
TXN001855,ACC0030,2023-05-18,Netflix,Entertainment,35.01,0,2023,5,May,20,Thursday,2,LOW
TXN001856,ACC0027,2023-02-03,Optus,Utilities,244.66,0,2023,2,February,5,Friday,1,MEDIUM
TXN001857,ACC0038,2023-01-10,Chemist Warehouse,Healthcare,138.23,0,2023,1,January,2,Tuesday,1,LOW
TXN001858,ACC0042,2023-05-07,Chemist Warehouse,Healthcare,382.67,0,2023,5,May,18,Sunday,2,MEDIUM
TXN001859,ACC0029,2023-06-05,Kmart,Shopping,286.28,0,2023,6,June,23,Monday,2,MEDIUM
TXN001860,ACC0011,2023-03-14,Coles,Groceries,189.79,0,2023,3,March,11,Tuesday,1,LOW
TXN001861,ACC0036,2023-10-03,Kmart,Shopping,476.54,1,2023,10,October,40,Tuesday,4,HIGH
TXN001862,ACC0040,2023-01-01,Netflix,Entertainment,407.26,0,2023,1,January,52,Sunday,1,HIGH
TXN001863,ACC0031,2023-01-01,Uber Eats,Dining,34.79,0,2023,1,January,52,Sunday,1,LOW
TXN001864,ACC0023,2023-12-15,Menulog,Dining,193.18,0,2023,12,December,50,Friday,4,LOW
TXN001865,ACC0019,2023-10-27,Kmart,Shopping,421.14,0,2023,10,October,43,Friday,4,HIGH
TXN001866,ACC0020,2023-10-01,Coles,Groceries,283.73,0,2023,10,October,39,Sunday,4,MEDIUM
TXN001867,ACC0009,2023-12-24,Iga,Groceries,65.87,0,2023,12,December,51,Sunday,4,LOW
TXN001868,ACC0014,2023-05-24,Medibank,Healthcare,439.75,0,2023,5,May,21,Wednesday,2,HIGH
TXN001869,ACC0041,2023-12-16,Telstra,Utilities,472.98,1,2023,12,December,50,Saturday,4,HIGH
TXN001870,ACC0021,2023-05-20,Nandos,Dining,126.73,0,2023,5,May,20,Saturday,2,LOW
TXN001871,ACC0022,2023-08-24,Uber Eats,Dining,479.7,1,2023,8,August,34,Thursday,3,HIGH
TXN001872,ACC0039,2023-11-27,Coles,Groceries,461.52,1,2023,11,November,48,Monday,4,HIGH
TXN001873,ACC0027,2023-01-05,Netflix,Entertainment,337.99,0,2023,1,January,1,Thursday,1,MEDIUM
TXN001874,ACC0042,2023-07-21,Optus,Utilities,271.38,0,2023,7,July,29,Friday,3,MEDIUM
TXN001875,ACC0043,2023-10-03,Chemist Warehouse,Healthcare,20.32,0,2023,10,October,40,Tuesday,4,LOW
TXN001876,ACC0025,2023-06-30,Netflix,Entertainment,486.16,1,2023,6,June,26,Friday,2,HIGH
TXN001877,ACC0050,2023-07-18,Target,Shopping,92.71,0,2023,7,July,29,Tuesday,3,LOW
TXN001878,ACC0013,2023-03-05,Jb Hi-Fi,Shopping,234.03,0,2023,3,March,9,Sunday,1,MEDIUM
TXN001879,ACC0049,2023-04-24,Netflix,Entertainment,372.86,0,2023,4,April,17,Monday,2,MEDIUM
TXN001880,ACC0040,2023-04-09,Menulog,Dining,49.53,0,2023,4,April,14,Sunday,2,LOW
TXN001881,ACC0032,2023-04-24,Priceline,Healthcare,120.96,0,2023,4,April,17,Monday,2,LOW
TXN001882,ACC0046,2023-05-24,Mcdonalds,Dining,248.95,0,2023,5,May,21,Wednesday,2,MEDIUM
TXN001883,ACC0041,2023-04-18,Medibank,Healthcare,8.53,0,2023,4,April,16,Tuesday,2,LOW
TXN001884,ACC0032,2023-05-23,Netflix,Entertainment,286.71,0,2023,5,May,21,Tuesday,2,MEDIUM
TXN001885,ACC0044,2023-12-04,Uber,Transport,370.71,0,2023,12,December,49,Monday,4,MEDIUM
TXN001886,ACC0038,2023-10-17,Medibank,Healthcare,91.89,0,2023,10,October,42,Tuesday,4,LOW
TXN001887,ACC0037,2023-03-07,Myki,Transport,133.51,0,2023,3,March,10,Tuesday,1,LOW
TXN001888,ACC0018,2023-09-25,Kmart,Shopping,365.8,0,2023,9,September,39,Monday,3,MEDIUM
TXN001889,ACC0040,2023-12-21,Myki,Transport,340.48,0,2023,12,December,51,Thursday,4,MEDIUM
TXN001890,ACC0042,2023-01-02,Nandos,Dining,469.26,1,2023,1,January,1,Monday,1,HIGH
TXN001891,ACC0021,2023-01-27,Medibank,Healthcare,427.66,0,2023,1,January,4,Friday,1,HIGH
TXN001892,ACC0034,2023-05-21,Steam,Entertainment,65.25,0,2023,5,May,20,Sunday,2,LOW
TXN001893,ACC0003,2023-07-05,Steam,Entertainment,261.04,0,2023,7,July,27,Wednesday,3,MEDIUM
TXN001894,ACC0027,2023-01-25,Chemist Warehouse,Healthcare,142.58,0,2023,1,January,4,Wednesday,1,LOW
TXN001895,ACC0013,2023-06-11,Optus,Utilities,7.55,0,2023,6,June,23,Sunday,2,LOW
TXN001896,ACC0048,2023-10-20,Mcdonalds,Dining,404.8,0,2023,10,October,42,Friday,4,HIGH
TXN001897,ACC0013,2023-02-08,Bp,Transport,458.91,1,2023,2,February,6,Wednesday,1,HIGH
TXN001898,ACC0041,2023-06-09,Shell,Transport,36.11,0,2023,6,June,23,Friday,2,LOW
TXN001899,ACC0002,2023-09-03,Woolworths,Groceries,218.81,0,2023,9,September,35,Sunday,3,MEDIUM
TXN001900,ACC0031,2023-05-09,Telstra,Utilities,127.34,0,2023,5,May,19,Tuesday,2,LOW
TXN001901,ACC0034,2023-01-28,Shell,Transport,411.71,0,2023,1,January,4,Saturday,1,HIGH
TXN001902,ACC0040,2023-02-07,Kmart,Shopping,389.0,0,2023,2,February,6,Tuesday,1,MEDIUM
TXN001903,ACC0008,2023-11-17,Netflix,Entertainment,226.0,0,2023,11,November,46,Friday,4,MEDIUM
TXN001904,ACC0045,2023-01-18,Woolworths,Groceries,191.81,0,2023,1,January,3,Wednesday,1,LOW
TXN001905,ACC0029,2023-02-01,Coles,Groceries,459.96,1,2023,2,February,5,Wednesday,1,HIGH
TXN001906,ACC0005,2023-11-09,Aldi,Groceries,314.96,0,2023,11,November,45,Thursday,4,MEDIUM
TXN001907,ACC0025,2023-10-14,Woolworths,Groceries,30.84,0,2023,10,October,41,Saturday,4,LOW
TXN001908,ACC0015,2023-11-13,Netflix,Entertainment,377.22,0,2023,11,November,46,Monday,4,MEDIUM
TXN001909,ACC0028,2023-08-21,Jb Hi-Fi,Shopping,195.04,0,2023,8,August,34,Monday,3,LOW
TXN001910,ACC0044,2023-06-23,Agl Energy,Utilities,327.21,0,2023,6,June,25,Friday,2,MEDIUM
TXN001911,ACC0038,2023-08-21,Jb Hi-Fi,Shopping,261.02,0,2023,8,August,34,Monday,3,MEDIUM
TXN001912,ACC0046,2023-02-22,Myki,Transport,11.08,0,2023,2,February,8,Wednesday,1,LOW
TXN001913,ACC0033,2023-10-21,Coles,Groceries,67.36,0,2023,10,October,42,Saturday,4,LOW
TXN001914,ACC0040,2023-08-04,Menulog,Dining,243.29,0,2023,8,August,31,Friday,3,MEDIUM
TXN001915,ACC0003,2023-05-05,Spotify,Entertainment,73.15,0,2023,5,May,18,Friday,2,LOW
TXN001916,ACC0033,2023-06-09,Coles,Groceries,294.34,0,2023,6,June,23,Friday,2,MEDIUM
TXN001917,ACC0035,2023-06-09,Priceline,Healthcare,293.91,0,2023,6,June,23,Friday,2,MEDIUM
TXN001918,ACC0039,2023-03-17,Kmart,Shopping,237.41,0,2023,3,March,11,Friday,1,MEDIUM
TXN001919,ACC0034,2023-07-08,Menulog,Dining,485.28,1,2023,7,July,27,Saturday,3,HIGH
TXN001920,ACC0036,2023-01-30,Origin Energy,Utilities,122.51,0,2023,1,January,5,Monday,1,LOW
TXN001921,ACC0013,2023-08-05,Jb Hi-Fi,Shopping,175.19,0,2023,8,August,31,Saturday,3,LOW
TXN001922,ACC0043,2023-02-05,Chemist Warehouse,Healthcare,174.07,0,2023,2,February,5,Sunday,1,LOW
TXN001923,ACC0038,2023-11-04,Steam,Entertainment,347.74,0,2023,11,November,44,Saturday,4,MEDIUM
TXN001924,ACC0022,2023-11-12,Telstra,Utilities,153.32,0,2023,11,November,45,Sunday,4,LOW
TXN001925,ACC0003,2023-08-21,Myki,Transport,438.67,0,2023,8,August,34,Monday,3,HIGH
TXN001926,ACC0045,2023-01-02,Spotify,Entertainment,321.19,0,2023,1,January,1,Monday,1,MEDIUM
TXN001927,ACC0031,2023-11-16,Bp,Transport,110.5,0,2023,11,November,46,Thursday,4,LOW
TXN001928,ACC0012,2023-07-12,Priceline,Healthcare,106.63,0,2023,7,July,28,Wednesday,3,LOW
TXN001929,ACC0023,2023-07-05,Jb Hi-Fi,Shopping,9.9,0,2023,7,July,27,Wednesday,3,LOW
TXN001930,ACC0013,2023-03-14,Woolworths,Groceries,148.84,0,2023,3,March,11,Tuesday,1,LOW
TXN001931,ACC0002,2023-07-04,Medibank,Healthcare,26.73,0,2023,7,July,27,Tuesday,3,LOW
TXN001932,ACC0017,2023-05-26,Uber,Transport,91.2,0,2023,5,May,21,Friday,2,LOW
TXN001933,ACC0016,2023-06-23,Chemist Warehouse,Healthcare,424.53,0,2023,6,June,25,Friday,2,HIGH
TXN001934,ACC0017,2023-01-12,Uber,Transport,92.16,0,2023,1,January,2,Thursday,1,LOW
TXN001935,ACC0042,2023-12-13,Woolworths,Groceries,72.94,0,2023,12,December,50,Wednesday,4,LOW
TXN001936,ACC0020,2023-06-23,Jb Hi-Fi,Shopping,468.38,1,2023,6,June,25,Friday,2,HIGH
TXN001937,ACC0043,2023-07-09,Spotify,Entertainment,405.7,0,2023,7,July,27,Sunday,3,HIGH
TXN001938,ACC0010,2023-12-31,Bp,Transport,37.36,0,2023,12,December,52,Sunday,4,LOW
TXN001939,ACC0045,2023-04-09,Uber,Transport,268.61,0,2023,4,April,14,Sunday,2,MEDIUM
TXN001940,ACC0041,2023-11-03,Menulog,Dining,217.62,0,2023,11,November,44,Friday,4,MEDIUM
TXN001941,ACC0035,2023-11-12,Myki,Transport,295.73,0,2023,11,November,45,Sunday,4,MEDIUM
TXN001942,ACC0041,2023-06-17,Uber Eats,Dining,127.35,0,2023,6,June,24,Saturday,2,LOW
TXN001943,ACC0038,2023-03-06,Target,Shopping,426.49,0,2023,3,March,10,Monday,1,HIGH
TXN001944,ACC0043,2023-02-11,Spotify,Entertainment,393.41,0,2023,2,February,6,Saturday,1,MEDIUM
TXN001945,ACC0049,2023-03-27,Agl Energy,Utilities,256.76,0,2023,3,March,13,Monday,1,MEDIUM
TXN001946,ACC0030,2023-07-11,Medibank,Healthcare,251.8,0,2023,7,July,28,Tuesday,3,MEDIUM
TXN001947,ACC0045,2023-12-31,Shell,Transport,190.07,0,2023,12,December,52,Sunday,4,LOW
TXN001948,ACC0026,2023-08-31,Steam,Entertainment,137.83,0,2023,8,August,35,Thursday,3,LOW
TXN001949,ACC0015,2023-11-29,Medibank,Healthcare,23.12,0,2023,11,November,48,Wednesday,4,LOW
TXN001950,ACC0020,2023-05-01,Bp,Transport,200.97,0,2023,5,May,18,Monday,2,MEDIUM
TXN001951,ACC0024,2023-10-20,Steam,Entertainment,82.82,0,2023,10,October,42,Friday,4,LOW
TXN001952,ACC0019,2023-03-10,Mcdonalds,Dining,377.05,0,2023,3,March,10,Friday,1,MEDIUM
TXN001953,ACC0030,2023-04-28,Event Cinemas,Entertainment,294.06,0,2023,4,April,17,Friday,2,MEDIUM
TXN001954,ACC0028,2023-08-07,Telstra,Utilities,228.32,0,2023,8,August,32,Monday,3,MEDIUM
TXN001955,ACC0025,2023-09-12,Event Cinemas,Entertainment,161.93,0,2023,9,September,37,Tuesday,3,LOW
TXN001956,ACC0042,2023-08-15,Coles,Groceries,120.73,0,2023,8,August,33,Tuesday,3,LOW
TXN001957,ACC0033,2023-02-12,Aldi,Groceries,150.79,0,2023,2,February,6,Sunday,1,LOW
TXN001958,ACC0007,2023-05-22,Agl Energy,Utilities,463.67,1,2023,5,May,21,Monday,2,HIGH
TXN001959,ACC0013,2023-07-04,Woolworths,Groceries,23.95,0,2023,7,July,27,Tuesday,3,LOW
TXN001960,ACC0020,2023-12-12,Uber Eats,Dining,167.97,0,2023,12,December,50,Tuesday,4,LOW
TXN001961,ACC0039,2023-05-21,Medibank,Healthcare,99.37,0,2023,5,May,20,Sunday,2,LOW
TXN001962,ACC0019,2023-01-05,Shell,Transport,386.19,0,2023,1,January,1,Thursday,1,MEDIUM
TXN001963,ACC0038,2023-07-26,Target,Shopping,473.18,1,2023,7,July,30,Wednesday,3,HIGH
TXN001964,ACC0049,2023-08-30,Jb Hi-Fi,Shopping,328.78,0,2023,8,August,35,Wednesday,3,MEDIUM
TXN001965,ACC0048,2023-04-27,Bp,Transport,117.33,0,2023,4,April,17,Thursday,2,LOW
TXN001966,ACC0036,2023-04-30,Bp,Transport,260.33,0,2023,4,April,17,Sunday,2,MEDIUM
TXN001967,ACC0006,2023-08-25,Amazon Au,Shopping,173.63,0,2023,8,August,34,Friday,3,LOW
TXN001968,ACC0045,2023-08-08,Uber Eats,Dining,386.21,0,2023,8,August,32,Tuesday,3,MEDIUM
TXN001969,ACC0036,2023-08-13,Spotify,Entertainment,227.74,0,2023,8,August,32,Sunday,3,MEDIUM
TXN001970,ACC0009,2023-03-13,Aldi,Groceries,290.87,0,2023,3,March,11,Monday,1,MEDIUM
TXN001971,ACC0023,2023-09-13,Mcdonalds,Dining,406.15,0,2023,9,September,37,Wednesday,3,HIGH
TXN001972,ACC0049,2023-08-03,Uber Eats,Dining,215.73,0,2023,8,August,31,Thursday,3,MEDIUM
TXN001973,ACC0037,2023-06-16,Event Cinemas,Entertainment,295.54,0,2023,6,June,24,Friday,2,MEDIUM
TXN001974,ACC0022,2023-03-13,Jb Hi-Fi,Shopping,81.08,0,2023,3,March,11,Monday,1,LOW
TXN001975,ACC0026,2023-07-15,Optus,Utilities,106.08,0,2023,7,July,28,Saturday,3,LOW
TXN001976,ACC0022,2023-04-07,Iga,Groceries,240.01,0,2023,4,April,14,Friday,2,MEDIUM
TXN001977,ACC0006,2023-11-24,Optus,Utilities,447.9,0,2023,11,November,47,Friday,4,HIGH
TXN001978,ACC0003,2023-12-12,Myki,Transport,278.69,0,2023,12,December,50,Tuesday,4,MEDIUM
TXN001979,ACC0005,2023-01-14,Amazon Au,Shopping,97.41,0,2023,1,January,2,Saturday,1,LOW
TXN001980,ACC0043,2023-04-16,Event Cinemas,Entertainment,120.35,0,2023,4,April,15,Sunday,2,LOW
TXN001981,ACC0034,2023-08-21,Agl Energy,Utilities,33.44,0,2023,8,August,34,Monday,3,LOW
TXN001982,ACC0027,2023-06-17,Coles,Groceries,430.56,0,2023,6,June,24,Saturday,2,HIGH
TXN001983,ACC0027,2023-02-26,Spotify,Entertainment,68.92,0,2023,2,February,8,Sunday,1,LOW
TXN001984,ACC0014,2023-07-19,Netflix,Entertainment,477.77,1,2023,7,July,29,Wednesday,3,HIGH
TXN001985,ACC0046,2023-06-08,Uber,Transport,218.94,0,2023,6,June,23,Thursday,2,MEDIUM
TXN001986,ACC0020,2023-03-23,Priceline,Healthcare,303.84,0,2023,3,March,12,Thursday,1,MEDIUM
TXN001987,ACC0030,2023-09-15,Origin Energy,Utilities,359.8,0,2023,9,September,37,Friday,3,MEDIUM
TXN001988,ACC0029,2023-01-04,Uber Eats,Dining,495.59,1,2023,1,January,1,Wednesday,1,HIGH
TXN001989,ACC0034,2023-11-06,Iga,Groceries,404.75,0,2023,11,November,45,Monday,4,HIGH
TXN001990,ACC0003,2023-08-24,Nandos,Dining,234.03,0,2023,8,August,34,Thursday,3,MEDIUM
TXN001991,ACC0030,2023-05-28,Chemist Warehouse,Healthcare,324.92,0,2023,5,May,21,Sunday,2,MEDIUM
TXN001992,ACC0012,2023-07-20,Menulog,Dining,308.45,0,2023,7,July,29,Thursday,3,MEDIUM
TXN001993,ACC0047,2023-04-02,Spotify,Entertainment,450.48,1,2023,4,April,13,Sunday,2,HIGH
TXN001994,ACC0012,2023-07-16,Steam,Entertainment,455.86,1,2023,7,July,28,Sunday,3,HIGH
TXN001995,ACC0003,2023-02-18,Medibank,Healthcare,199.81,0,2023,2,February,7,Saturday,1,LOW
TXN001996,ACC0035,2023-05-21,Uber,Transport,441.87,0,2023,5,May,20,Sunday,2,HIGH
TXN001997,ACC0014,2023-12-24,Mcdonalds,Dining,364.64,0,2023,12,December,51,Sunday,4,MEDIUM
TXN001998,ACC0024,2023-10-11,Steam,Entertainment,65.01,0,2023,10,October,41,Wednesday,4,LOW
TXN001999,ACC0021,2023-09-16,Woolworths,Groceries,384.44,0,2023,9,September,37,Saturday,3,MEDIUM
TXN002000,ACC0033,2023-03-26,Steam,Entertainment,130.12,0,2023,3,March,12,Sunday,1,LOW
TXN002001,ACC0045,2023-01-14,Iga,Groceries,41.23,0,2023,1,January,2,Saturday,1,LOW
TXN002002,ACC0048,2023-08-25,Medibank,Healthcare,193.67,0,2023,8,August,34,Friday,3,LOW
TXN002003,ACC0017,2023-07-23,Spotify,Entertainment,23.7,0,2023,7,July,29,Sunday,3,LOW
TXN002004,ACC0030,2023-06-17,Coles,Groceries,336.8,0,2023,6,June,24,Saturday,2,MEDIUM
TXN002005,ACC0043,2023-02-04,Steam,Entertainment,45.86,0,2023,2,February,5,Saturday,1,LOW
TXN002006,ACC0018,2023-03-13,Bp,Transport,238.04,0,2023,3,March,11,Monday,1,MEDIUM
TXN002007,ACC0039,2023-03-29,Kmart,Shopping,420.06,0,2023,3,March,13,Wednesday,1,HIGH
TXN002008,ACC0048,2023-05-31,Coles,Groceries,66.45,0,2023,5,May,22,Wednesday,2,LOW
TXN002009,ACC0001,2023-02-09,Spotify,Entertainment,337.34,0,2023,2,February,6,Thursday,1,MEDIUM
TXN002010,ACC0012,2023-03-20,Priceline,Healthcare,223.13,0,2023,3,March,12,Monday,1,MEDIUM
TXN002011,ACC0029,2023-12-12,Myki,Transport,268.49,0,2023,12,December,50,Tuesday,4,MEDIUM
TXN002012,ACC0042,2023-11-22,Chemist Warehouse,Healthcare,406.7,0,2023,11,November,47,Wednesday,4,HIGH
TXN002013,ACC0025,2023-12-04,Medibank,Healthcare,449.02,0,2023,12,December,49,Monday,4,HIGH
TXN002014,ACC0001,2023-08-16,Priceline,Healthcare,30.95,0,2023,8,August,33,Wednesday,3,LOW
TXN002015,ACC0024,2023-04-14,Iga,Groceries,464.77,1,2023,4,April,15,Friday,2,HIGH
TXN002016,ACC0002,2023-02-16,Uber,Transport,12.94,0,2023,2,February,7,Thursday,1,LOW
TXN002017,ACC0005,2023-04-09,Aldi,Groceries,341.58,0,2023,4,April,14,Sunday,2,MEDIUM
TXN002018,ACC0011,2023-12-07,Myki,Transport,88.1,0,2023,12,December,49,Thursday,4,LOW
TXN002019,ACC0021,2023-09-20,Iga,Groceries,58.3,0,2023,9,September,38,Wednesday,3,LOW
TXN002020,ACC0035,2023-11-16,Uber Eats,Dining,107.52,0,2023,11,November,46,Thursday,4,LOW
TXN002021,ACC0007,2023-03-03,Steam,Entertainment,120.04,0,2023,3,March,9,Friday,1,LOW
TXN002022,ACC0042,2023-03-30,Menulog,Dining,12.42,0,2023,3,March,13,Thursday,1,LOW
TXN002023,ACC0015,2023-07-19,Mcdonalds,Dining,110.32,0,2023,7,July,29,Wednesday,3,LOW
TXN002024,ACC0003,2023-11-29,Aldi,Groceries,313.84,0,2023,11,November,48,Wednesday,4,MEDIUM
TXN002025,ACC0039,2023-07-30,Coles,Groceries,154.26,0,2023,7,July,30,Sunday,3,LOW
